SimTime,ChassisX,ChassisY,ChassisZ,EyepointX,EyepointY,EyepointZ,ChassisRotX,ChassisRotY,ChassisRotZ,AngVelX,AngVelY,AngVelZ,ChassisVelX,ChassisVelY,ChassisVelZ,EyepointVelX,EyepointVelY,EyepointVelZ,AccLocX,AccLocY,AccLocZ,EyeAccX,EyeAccY,EyeAccZ,WheelRFPosX,WheelRFPosY,WheelLFPosX,WheelLFPosY,WheelRRPosX,WheelRRPosY,WheelLRPosX,WheelLRPosY,LFOmega,RFOmega,LROmega,RROmega
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.001052334,0.02695524,-0.01490356,-0.09690542,-0.4600948,-0.1250786,-0.1147322,-0.3505221,-0.2049273,-0.06268731,2.043296,-1.769184,2.726254,11.53547,-5.966731,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0009754802,0.02756453,-0.01371453,-0.09690542,-0.4600948,-0.1250786,-0.11861,-0.3563119,-0.2055577,-0.005997214,1.914382,-1.305383,2.81008,10.66672,-5.719881,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0009096058,0.02808677,-0.01269537,-0.09690542,-0.4600948,-0.1250786,-0.1219339,-0.3612745,-0.2060981,0.04259429,1.803884,-0.90784,2.881931,9.922081,-5.508294,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0008525145,0.02853939,-0.01181209,-0.09690542,-0.4600948,-0.1250786,-0.1248146,-0.3655756,-0.2065665,0.08470693,1.708119,-0.5633023,2.944202,9.276726,-5.324919,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0008025597,0.02893542,-0.01103922,-0.09690542,-0.4600948,-0.1250786,-0.1273351,-0.3693389,-0.2069762,0.1215555,1.624324,-0.2618319,2.998689,8.71204,-5.164466,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0007584819,0.02928486,-0.01035728,-0.09690542,-0.4600948,-0.1250786,-0.1295592,-0.3726595,-0.2073379,0.1540689,1.550388,0.004171437,3.046766,8.213788,-5.02289,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0007193016,0.02959548,-0.009751108,-0.09690542,-0.4600948,-0.1250786,-0.1315361,-0.3756112,-0.2076592,0.1829697,1.484667,0.2406189,3.089501,7.770897,-4.897045,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0006842456,0.0298734,-0.009208743,-0.09690542,-0.4600948,-0.1250786,-0.133305,-0.3782521,-0.2079468,0.2088284,1.425864,0.452177,3.127737,7.374626,-4.784446,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0006526952,0.03012353,-0.008720617,-0.09690542,-0.4600948,-0.1250786,-0.1348969,-0.380629,-0.2082056,0.2321012,1.372941,0.6425794,3.16215,7.017982,-4.683107,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0006241496,0.03034983,-0.008278977,-0.09690542,-0.4600948,-0.1250786,-0.1363373,-0.3827795,-0.2084398,0.2531575,1.325058,0.8148482,3.193285,6.695305,-4.59142,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.000598199,0.03055556,-0.007877488,-0.09690542,-0.4600948,-0.1250786,-0.1376467,-0.3847345,-0.2086527,0.2722996,1.281529,0.9714563,3.22159,6.401961,-4.508068,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.000574505,0.03074341,-0.00751091,-0.09690542,-0.4600948,-0.1250786,-0.1388422,-0.3865195,-0.2088471,0.2897772,1.241785,1.114446,3.247434,6.134126,-4.431964,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0005527855,0.0309156,-0.00717488,-0.09690542,-0.4600948,-0.1250786,-0.1399381,-0.3881557,-0.2090252,0.3057983,1.205352,1.24552,3.271124,5.888611,-4.362202,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0005328036,0.03107401,-0.006865733,-0.09690542,-0.4600948,-0.1250786,-0.1409463,-0.3896611,-0.2091892,0.3205377,1.171834,1.366108,3.292919,5.662736,-4.29802,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0005143587,0.03122024,-0.006580366,-0.09690542,-0.4600948,-0.1250786,-0.141877,-0.3910506,-0.2093405,0.3341433,1.140895,1.477421,3.313037,5.454237,-4.238776,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004972802,0.03135563,-0.006316138,-0.09690542,-0.4600948,-0.1250786,-0.1427388,-0.3923372,-0.2094806,0.3467411,1.112247,1.580487,3.331665,5.261182,-4.18392,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004814215,0.03148136,-0.006070782,-0.09690542,-0.4600948,-0.1250786,-0.143539,-0.3935319,-0.2096107,0.3584391,1.085646,1.676192,3.348963,5.081917,-4.132983,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004666565,0.03159842,-0.005842349,-0.09690542,-0.4600948,-0.1250786,-0.144284,-0.3946443,-0.2097318,0.3693303,1.060879,1.765297,3.365067,4.915014,-4.085558,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004528759,0.03170767,-0.005629144,-0.09690542,-0.4600948,-0.1250786,-0.1449793,-0.3956825,-0.2098448,0.3794954,1.037763,1.848461,3.380098,4.759239,-4.041296,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004399843,0.03180987,-0.005429694,-0.09690542,-0.4600948,-0.1250786,-0.1456298,-0.3966536,-0.2099506,0.3890047,1.016139,1.92626,3.394159,4.613513,-3.999888,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004278984,0.03190568,-0.00524271,-0.09690542,-0.4600948,-0.1250786,-0.1462396,-0.3975641,-0.2100497,0.3979197,0.9958661,1.999196,3.407342,4.476896,-3.961069,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004165451,0.03199569,-0.005067058,-0.09690542,-0.4600948,-0.1250786,-0.1468125,-0.3984194,-0.2101429,0.4062943,0.976822,2.067712,3.419725,4.348558,-3.924603,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0004058595,0.0320804,-0.004901738,-0.09690542,-0.4600948,-0.1250786,-0.1473516,-0.3992244,-0.2102305,0.4141764,0.9588981,2.132198,3.43138,4.22777,-3.890281,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003957846,0.03216028,-0.004745866,-0.09690542,-0.4600948,-0.1250786,-0.14786,-0.3999834,-0.2103132,0.421608,0.9419983,2.192999,3.442369,4.113884,-3.857921,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003862694,0.03223571,-0.004598652,-0.09690542,-0.4600948,-0.1250786,-0.1483401,-0.4007003,-0.2103913,0.4286268,0.9260374,2.250422,3.452748,4.006325,-3.827358,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003772685,0.03230707,-0.004459397,-0.09690542,-0.4600948,-0.1250786,-0.1487942,-0.4013784,-0.2104651,0.4352662,0.9109394,2.304741,3.462565,3.904579,-3.798448,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003687414,0.03237467,-0.004327471,-0.09690542,-0.4600948,-0.1250786,-0.1492245,-0.4020208,-0.210535,0.4415561,0.8966359,2.356201,3.471866,3.808189,-3.771059,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003606516,0.03243881,-0.00420231,-0.09690542,-0.4600948,-0.1250786,-0.1496327,-0.4026302,-0.2106014,0.4475235,0.883066,2.405022,3.48069,3.716742,-3.745075,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003529662,0.03249974,-0.004083407,-0.09690542,-0.4600948,-0.1250786,-0.1500205,-0.4032092,-0.2106644,0.4531925,0.8701745,2.451402,3.489072,3.629867,-3.72039,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003456557,0.03255769,-0.003970305,-0.09690542,-0.4600948,-0.1250786,-0.1503893,-0.4037599,-0.2107244,0.458585,0.8579119,2.49552,3.497046,3.54723,-3.696909,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003386934,0.03261289,-0.003862588,-0.09690542,-0.4600948,-0.1250786,-0.1507407,-0.4042844,-0.2107815,0.4637207,0.8462332,2.537536,3.50464,3.468529,-3.674546,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003320549,0.03266552,-0.003759881,-0.09690542,-0.4600948,-0.1250786,-0.1510756,-0.4047845,-0.210836,0.4686175,0.8350977,2.577599,3.511881,3.393487,-3.653223,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003257181,0.03271576,-0.003661843,-0.09690542,-0.4600948,-0.1250786,-0.1513954,-0.4052619,-0.210888,0.4732917,0.8244684,2.61584,3.518793,3.321857,-3.63287,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.000319663,0.03276376,-0.003568162,-0.09690542,-0.4600948,-0.1250786,-0.1517009,-0.4057181,-0.2109376,0.4777582,0.8143116,2.652382,3.525397,3.25341,-3.613421,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003138711,0.03280968,-0.003478554,-0.09690542,-0.4600948,-0.1250786,-0.1519931,-0.4061544,-0.2109851,0.4820305,0.8045962,2.687335,3.531714,3.187939,-3.594818,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003083257,0.03285364,-0.003392759,-0.09690542,-0.4600948,-0.1250786,-0.1522729,-0.4065722,-0.2110306,0.486121,0.7952944,2.720801,3.537763,3.125254,-3.577006,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0003030114,0.03289577,-0.003310539,-0.09690542,-0.4600948,-0.1250786,-0.1525411,-0.4069726,-0.2110742,0.4900411,0.7863801,2.752872,3.543559,3.065181,-3.559937,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002979139,0.03293619,-0.003231675,-0.09690542,-0.4600948,-0.1250786,-0.1527983,-0.4073566,-0.211116,0.4938011,0.7778296,2.783635,3.549119,3.00756,-3.543564,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002930204,0.03297498,-0.003155965,-0.09690542,-0.4600948,-0.1250786,-0.1530452,-0.4077252,-0.2111562,0.4974108,0.7696212,2.813167,3.554457,2.952244,-3.527846,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002883188,0.03301225,-0.003083225,-0.09690542,-0.4600948,-0.1250786,-0.1532824,-0.4080794,-0.2111948,0.5008789,0.7617347,2.84154,3.559585,2.899097,-3.512745,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.000283798,0.03304809,-0.003013282,-0.09690542,-0.4600948,-0.1250786,-0.1535105,-0.40842,-0.2112319,0.5042136,0.7541515,2.868823,3.564516,2.847995,-3.498224,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002794478,0.03308258,-0.002945978,-0.09690542,-0.4600948,-0.1250786,-0.15373,-0.4087477,-0.2112675,0.5074225,0.7468544,2.895076,3.569261,2.79882,-3.484251,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002752587,0.03311579,-0.002881168,-0.09690542,-0.4600948,-0.1250786,-0.1539414,-0.4090633,-0.2113019,0.5105125,0.7398276,2.920356,3.57383,2.751467,-3.470796,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002712219,0.03314779,-0.002818714,-0.09690542,-0.4600948,-0.1250786,-0.1541451,-0.4093674,-0.211335,0.5134901,0.7330564,2.944717,3.578233,2.705836,-3.45783,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002673293,0.03317865,-0.00275849,-0.09690542,-0.4600948,-0.1250786,-0.1543415,-0.4096606,-0.2113669,0.5163615,0.726527,2.968209,3.582479,2.661834,-3.445328,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002635733,0.03320843,-0.00270038,-0.09690542,-0.4600948,-0.1250786,-0.154531,-0.4099436,-0.2113978,0.519132,0.7202266,2.990875,3.586576,2.619377,-3.433263,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002599468,0.03323718,-0.002644273,-0.09690542,-0.4600948,-0.1250786,-0.154714,-0.4102168,-0.2114275,0.5218071,0.7141435,3.012761,3.590531,2.578383,-3.421615,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002564433,0.03326496,-0.002590069,-0.09690542,-0.4600948,-0.1250786,-0.1548908,-0.4104807,-0.2114563,0.5243914,0.7082667,3.033904,3.594352,2.538779,-3.410362,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002530565,0.03329181,-0.002537671,-0.09690542,-0.4600948,-0.1250786,-0.1550617,-0.4107359,-0.211484,0.5268896,0.7025856,3.054343,3.598046,2.500496,-3.399484,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002497808,0.03331778,-0.002486991,-0.09690542,-0.4600948,-0.1250786,-0.155227,-0.4109827,-0.2115109,0.5293059,0.6970909,3.074111,3.601619,2.463467,-3.388962,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002466107,0.03334291,-0.002437946,-0.09690542,-0.4600948,-0.1250786,-0.1553869,-0.4112215,-0.2115369,0.5316443,0.6917735,3.093242,3.605077,2.427633,-3.37878,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002435413,0.03336724,-0.002390458,-0.09690542,-0.4600948,-0.1250786,-0.1555418,-0.4114527,-0.2115621,0.5339084,0.6866248,3.111766,3.608425,2.392936,-3.368921,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002405678,0.03339082,-0.002344454,-0.09690542,-0.4600948,-0.1250786,-0.1556918,-0.4116768,-0.2115865,0.5361018,0.681637,3.12971,3.611668,2.359324,-3.35937,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002376858,0.03341366,-0.002299865,-0.09690542,-0.4600948,-0.1250786,-0.1558372,-0.4118939,-0.2116101,0.5382277,0.6768028,3.147103,3.614812,2.326746,-3.350114,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002348911,0.03343582,-0.002256628,-0.09690542,-0.4600948,-0.1250786,-0.1559782,-0.4121044,-0.211633,0.5402891,0.672115,3.163969,3.61786,2.295155,-3.341137,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002321799,0.03345731,-0.002214681,-0.09690542,-0.4600948,-0.1250786,-0.1561151,-0.4123086,-0.2116553,0.542289,0.6675671,3.180331,3.620817,2.264508,-3.332429,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002295484,0.03347818,-0.002173968,-0.09690542,-0.4600948,-0.1250786,-0.1562478,-0.4125069,-0.2116769,0.5442301,0.663153,3.196211,3.623688,2.234761,-3.323977,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002269931,0.03349843,-0.002134435,-0.09690542,-0.4600948,-0.1250786,-0.1563768,-0.4126994,-0.2116978,0.5461149,0.6588668,3.211632,3.626474,2.205877,-3.315769,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002245109,0.03351811,-0.002096032,-0.09690542,-0.4600948,-0.1250786,-0.156502,-0.4128864,-0.2117182,0.547946,0.6547031,3.226612,3.629182,2.177818,-3.307796,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002220986,0.03353724,-0.00205871,-0.09690542,-0.4600948,-0.1250786,-0.1566237,-0.4130681,-0.211738,0.5497254,0.6506567,3.24117,3.631813,2.150549,-3.300048,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002197533,0.03355583,-0.002022425,-0.09690542,-0.4600948,-0.1250786,-0.1567421,-0.4132448,-0.2117572,0.5514553,0.6467227,3.255323,3.634371,2.124038,-3.292515,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002174723,0.03357391,-0.001987135,-0.09690542,-0.4600948,-0.1250786,-0.1568572,-0.4134166,-0.2117759,0.5531379,0.6428965,3.269089,3.636859,2.098254,-3.285188,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002152529,0.03359151,-0.001952798,-0.09690542,-0.4600948,-0.1250786,-0.1569691,-0.4135838,-0.2117942,0.554775,0.6391737,3.282483,3.63928,2.073166,-3.27806,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002130927,0.03360863,-0.001919376,-0.09690542,-0.4600948,-0.1250786,-0.1570781,-0.4137466,-0.2118119,0.5563685,0.6355501,3.295519,3.641636,2.048747,-3.271122,0,0,0,0,0,0,0,0,0,0,0,0
0.01999999,-86.64792,-7.980483,-98.39461,-7.980483,-86.64792,98.39461,1.432667,-3003.167,0.02645374,0.0002109893,0.03362531,-0.001886834,-0.09690542,-0.4600948,-0.1250786,-0.1571843,-0.413905,-0.2118291,0.55792,0.632022,3.308213,3.64393,2.024971,-3.264365,0,0,0,0,0,0,0,0,0,0,0,0
